Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Exon Chr Start (bp)	Exon Chr End (bp)	Associated Gene Name	Exon Rank in Transcript	Gene Biotype
ENSG00000106462	ENST00000492143	7	148523561	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000492143	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000492143	7	148516070	148516151	EZH2	10	protein_coding
ENSG00000106462	ENST00000492143	7	148513776	148515209	EZH2	11	protein_coding
ENSG00000106462	ENST00000492143	7	148512598	148512638	EZH2	12	protein_coding
ENSG00000106462	ENST00000492143	7	148512006	148512131	EZH2	13	protein_coding
ENSG00000106462	ENST00000492143	7	148511051	148511229	EZH2	14	protein_coding
ENSG00000106462	ENST00000492143	7	148508717	148508812	EZH2	15	protein_coding
ENSG00000106462	ENST00000492143	7	148507425	148507506	EZH2	16	protein_coding
ENSG00000106462	ENST00000492143	7	148506402	148506482	EZH2	17	protein_coding
ENSG00000106462	ENST00000492143	7	148506163	148506247	EZH2	18	protein_coding
ENSG00000106462	ENST00000492143	7	148504475	148504798	EZH2	19	protein_coding
ENSG00000106462	ENST00000478654	7	148581152	148581251	EZH2	1	protein_coding
ENSG00000106462	ENST00000478654	7	148580289	148580353	EZH2	2	protein_coding
ENSG00000106462	ENST00000478654	7	148544274	148544397	EZH2	3	protein_coding
ENSG00000106462	ENST00000478654	7	148543589	148543690	EZH2	4	protein_coding
ENSG00000106462	ENST00000478654	7	148529726	148529842	EZH2	5	protein_coding
ENSG00000106462	ENST00000478654	7	148526820	148526940	EZH2	6	protein_coding
ENSG00000106462	ENST00000478654	7	148525832	148525972	EZH2	7	protein_coding
ENSG00000106462	ENST00000478654	7	148524256	148524358	EZH2	8	protein_coding
ENSG00000106462	ENST00000478654	7	148523561	148523724	EZH2	9	protein_coding
ENSG00000106462	ENST00000478654	7	148516688	148516779	EZH2	10	protein_coding
ENSG00000106462	ENST00000478654	7	148514969	148515209	EZH2	11	protein_coding
ENSG00000106462	ENST00000478654	7	148514314	148514483	EZH2	12	protein_coding
ENSG00000106462	ENST00000478654	7	148513776	148513870	EZH2	13	protein_coding
ENSG00000106462	ENST00000478654	7	148512598	148512638	EZH2	14	protein_coding
ENSG00000106462	ENST00000478654	7	148511051	148511229	EZH2	15	protein_coding
ENSG00000106462	ENST00000478654	7	148508717	148508812	EZH2	16	protein_coding
ENSG00000106462	ENST00000478654	7	148507425	148507506	EZH2	17	protein_coding
ENSG00000106462	ENST00000478654	7	148506402	148506482	EZH2	18	protein_coding
ENSG00000106462	ENST00000478654	7	148506163	148506247	EZH2	19	protein_coding
ENSG00000106462	ENST00000478654	7	148504476	148504798	EZH2	20	protein_coding
ENSG00000106462	ENST00000460911	7	148581256	148581337	EZH2	1	protein_coding
ENSG00000106462	ENST00000460911	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000460911	7	148543562	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000460911	7	148529726	148529842	EZH2	4	protein_coding
ENSG00000106462	ENST00000460911	7	148526820	148526940	EZH2	5	protein_coding
ENSG00000106462	ENST00000460911	7	148525832	148525972	EZH2	6	protein_coding
ENSG00000106462	ENST00000460911	7	148524256	148524358	EZH2	7	protein_coding
ENSG00000106462	ENST00000460911	7	148523561	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000460911	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000460911	7	148514969	148515209	EZH2	10	protein_coding
ENSG00000106462	ENST00000460911	7	148514314	148514483	EZH2	11	protein_coding
ENSG00000106462	ENST00000460911	7	148513776	148513870	EZH2	12	protein_coding
ENSG00000106462	ENST00000460911	7	148512598	148512638	EZH2	13	protein_coding
ENSG00000106462	ENST00000460911	7	148512006	148512131	EZH2	14	protein_coding
ENSG00000106462	ENST00000460911	7	148511051	148511229	EZH2	15	protein_coding
ENSG00000106462	ENST00000460911	7	148508717	148508812	EZH2	16	protein_coding
ENSG00000106462	ENST00000460911	7	148507425	148507506	EZH2	17	protein_coding
ENSG00000106462	ENST00000460911	7	148506402	148506482	EZH2	18	protein_coding
ENSG00000106462	ENST00000460911	7	148506163	148506247	EZH2	19	protein_coding
ENSG00000106462	ENST00000460911	7	148504477	148504798	EZH2	20	protein_coding
ENSG00000106462	ENST00000350995	7	148581256	148581340	EZH2	1	protein_coding
ENSG00000106462	ENST00000350995	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000350995	7	148543562	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000350995	7	148526820	148526940	EZH2	4	protein_coding
ENSG00000106462	ENST00000350995	7	148525832	148525972	EZH2	5	protein_coding
ENSG00000106462	ENST00000350995	7	148524256	148524358	EZH2	6	protein_coding
ENSG00000106462	ENST00000350995	7	148523561	148523724	EZH2	7	protein_coding
ENSG00000106462	ENST00000350995	7	148516688	148516779	EZH2	8	protein_coding
ENSG00000106462	ENST00000350995	7	148514969	148515209	EZH2	9	protein_coding
ENSG00000106462	ENST00000350995	7	148514314	148514483	EZH2	10	protein_coding
ENSG00000106462	ENST00000350995	7	148513776	148513870	EZH2	11	protein_coding
ENSG00000106462	ENST00000350995	7	148512598	148512638	EZH2	12	protein_coding
ENSG00000106462	ENST00000350995	7	148512006	148512131	EZH2	13	protein_coding
ENSG00000106462	ENST00000350995	7	148511051	148511229	EZH2	14	protein_coding
ENSG00000106462	ENST00000350995	7	148508717	148508812	EZH2	15	protein_coding
ENSG00000106462	ENST00000350995	7	148507425	148507506	EZH2	16	protein_coding
ENSG00000106462	ENST00000350995	7	148506402	148506482	EZH2	17	protein_coding
ENSG00000106462	ENST00000350995	7	148506163	148506247	EZH2	18	protein_coding
ENSG00000106462	ENST00000350995	7	148504477	148504798	EZH2	19	protein_coding
ENSG00000106462	ENST00000320356	7	148581256	148581370	EZH2	1	protein_coding
ENSG00000106462	ENST00000320356	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000320356	7	148543562	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000320356	7	148529726	148529842	EZH2	4	protein_coding
ENSG00000106462	ENST00000320356	7	148526820	148526940	EZH2	5	protein_coding
ENSG00000106462	ENST00000320356	7	148525832	148525972	EZH2	6	protein_coding
ENSG00000106462	ENST00000320356	7	148524256	148524358	EZH2	7	protein_coding
ENSG00000106462	ENST00000320356	7	148523546	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000320356	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000320356	7	148514969	148515209	EZH2	10	protein_coding
ENSG00000106462	ENST00000320356	7	148514314	148514483	EZH2	11	protein_coding
ENSG00000106462	ENST00000320356	7	148513776	148513870	EZH2	12	protein_coding
ENSG00000106462	ENST00000320356	7	148512598	148512638	EZH2	13	protein_coding
ENSG00000106462	ENST00000320356	7	148512006	148512131	EZH2	14	protein_coding
ENSG00000106462	ENST00000320356	7	148511051	148511229	EZH2	15	protein_coding
ENSG00000106462	ENST00000320356	7	148508717	148508812	EZH2	16	protein_coding
ENSG00000106462	ENST00000320356	7	148507425	148507506	EZH2	17	protein_coding
ENSG00000106462	ENST00000320356	7	148506402	148506482	EZH2	18	protein_coding
ENSG00000106462	ENST00000320356	7	148506163	148506247	EZH2	19	protein_coding
ENSG00000106462	ENST00000320356	7	148504477	148504798	EZH2	20	protein_coding
ENSG00000106462	ENST00000476773	7	148580289	148580601	EZH2	1	protein_coding
ENSG00000106462	ENST00000476773	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000476773	7	148543589	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000476773	7	148529726	148529842	EZH2	4	protein_coding
ENSG00000106462	ENST00000476773	7	148526820	148526940	EZH2	5	protein_coding
ENSG00000106462	ENST00000476773	7	148525832	148525972	EZH2	6	protein_coding
ENSG00000106462	ENST00000476773	7	148524256	148524358	EZH2	7	protein_coding
ENSG00000106462	ENST00000476773	7	148523561	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000476773	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000476773	7	148514969	148515209	EZH2	10	protein_coding
ENSG00000106462	ENST00000476773	7	148514314	148514483	EZH2	11	protein_coding
ENSG00000106462	ENST00000476773	7	148513776	148513870	EZH2	12	protein_coding
ENSG00000106462	ENST00000476773	7	148512598	148512638	EZH2	13	protein_coding
ENSG00000106462	ENST00000476773	7	148511051	148511229	EZH2	14	protein_coding
ENSG00000106462	ENST00000476773	7	148508717	148508812	EZH2	15	protein_coding
ENSG00000106462	ENST00000476773	7	148507425	148507506	EZH2	16	protein_coding
ENSG00000106462	ENST00000476773	7	148506402	148506482	EZH2	17	protein_coding
ENSG00000106462	ENST00000476773	7	148506163	148506247	EZH2	18	protein_coding
ENSG00000106462	ENST00000476773	7	148504574	148504798	EZH2	19	protein_coding
ENSG00000106462	ENST00000483967	7	148581256	148581379	EZH2	1	protein_coding
ENSG00000106462	ENST00000483967	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000483967	7	148543589	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000483967	7	148529726	148529842	EZH2	4	protein_coding
ENSG00000106462	ENST00000483967	7	148526820	148526940	EZH2	5	protein_coding
ENSG00000106462	ENST00000483967	7	148525832	148525972	EZH2	6	protein_coding
ENSG00000106462	ENST00000483967	7	148524256	148524358	EZH2	7	protein_coding
ENSG00000106462	ENST00000483967	7	148523561	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000483967	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000483967	7	148514969	148515209	EZH2	10	protein_coding
ENSG00000106462	ENST00000483967	7	148514314	148514483	EZH2	11	protein_coding
ENSG00000106462	ENST00000483967	7	148513776	148513870	EZH2	12	protein_coding
ENSG00000106462	ENST00000483967	7	148512598	148512638	EZH2	13	protein_coding
ENSG00000106462	ENST00000483967	7	148512006	148512131	EZH2	14	protein_coding
ENSG00000106462	ENST00000483967	7	148511051	148511229	EZH2	15	protein_coding
ENSG00000106462	ENST00000483967	7	148508717	148508812	EZH2	16	protein_coding
ENSG00000106462	ENST00000483967	7	148507425	148507506	EZH2	17	protein_coding
ENSG00000106462	ENST00000483967	7	148506402	148506482	EZH2	18	protein_coding
ENSG00000106462	ENST00000483967	7	148506163	148506247	EZH2	19	protein_coding
ENSG00000106462	ENST00000483967	7	148504617	148504798	EZH2	20	protein_coding
ENSG00000106462	ENST00000469631	7	148508717	148508915	EZH2	1	protein_coding
ENSG00000106462	ENST00000469631	7	148507292	148507506	EZH2	2	protein_coding
ENSG00000106462	ENST00000498186	7	148581256	148581379	EZH2	1	protein_coding
ENSG00000106462	ENST00000498186	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000498186	7	148543562	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000498186	7	148529726	148529842	EZH2	4	protein_coding
ENSG00000106462	ENST00000498186	7	148526820	148526940	EZH2	5	protein_coding
ENSG00000106462	ENST00000498186	7	148525832	148525972	EZH2	6	protein_coding
ENSG00000106462	ENST00000498186	7	148524256	148524358	EZH2	7	protein_coding
ENSG00000106462	ENST00000498186	7	148523561	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000498186	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000498186	7	148514449	148515209	EZH2	10	protein_coding
ENSG00000106462	ENST00000483012	7	148581256	148581413	EZH2	1	protein_coding
ENSG00000106462	ENST00000483012	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000483012	7	148543562	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000483012	7	148533914	148534092	EZH2	4	protein_coding
ENSG00000106462	ENST00000483012	7	148529726	148529842	EZH2	5	protein_coding
ENSG00000106462	ENST00000483012	7	148526820	148526940	EZH2	6	protein_coding
ENSG00000106462	ENST00000483012	7	148525832	148525972	EZH2	7	protein_coding
ENSG00000106462	ENST00000483012	7	148524256	148524358	EZH2	8	protein_coding
ENSG00000106462	ENST00000483012	7	148523561	148523724	EZH2	9	protein_coding
ENSG00000106462	ENST00000483012	7	148516688	148516779	EZH2	10	protein_coding
ENSG00000106462	ENST00000483012	7	148516070	148516151	EZH2	11	protein_coding
ENSG00000106462	ENST00000483012	7	148515129	148515209	EZH2	12	protein_coding
ENSG00000106462	ENST00000541220	7	148581256	148581370	EZH2	1	protein_coding
ENSG00000106462	ENST00000541220	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000541220	7	148543589	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000541220	7	148529726	148529842	EZH2	4	protein_coding
ENSG00000106462	ENST00000541220	7	148526820	148526940	EZH2	5	protein_coding
ENSG00000106462	ENST00000541220	7	148525832	148525972	EZH2	6	protein_coding
ENSG00000106462	ENST00000541220	7	148524256	148524358	EZH2	7	protein_coding
ENSG00000106462	ENST00000541220	7	148523561	148523724	EZH2	8	protein_coding
ENSG00000106462	ENST00000541220	7	148516688	148516779	EZH2	9	protein_coding
ENSG00000106462	ENST00000541220	7	148514969	148515209	EZH2	10	protein_coding
ENSG00000106462	ENST00000541220	7	148514314	148514483	EZH2	11	protein_coding
ENSG00000106462	ENST00000541220	7	148513776	148513870	EZH2	12	protein_coding
ENSG00000106462	ENST00000541220	7	148512598	148512638	EZH2	13	protein_coding
ENSG00000106462	ENST00000541220	7	148511051	148511229	EZH2	14	protein_coding
ENSG00000106462	ENST00000541220	7	148508717	148508812	EZH2	15	protein_coding
ENSG00000106462	ENST00000541220	7	148507425	148507506	EZH2	16	protein_coding
ENSG00000106462	ENST00000541220	7	148506402	148506482	EZH2	17	protein_coding
ENSG00000106462	ENST00000541220	7	148506163	148506247	EZH2	18	protein_coding
ENSG00000106462	ENST00000541220	7	148504477	148504798	EZH2	19	protein_coding
ENSG00000106462	ENST00000536783	7	148581256	148581413	EZH2	1	protein_coding
ENSG00000106462	ENST00000536783	7	148544274	148544397	EZH2	2	protein_coding
ENSG00000106462	ENST00000536783	7	148543562	148543690	EZH2	3	protein_coding
ENSG00000106462	ENST00000536783	7	148533914	148534092	EZH2	4	protein_coding
ENSG00000106462	ENST00000536783	7	148529726	148529842	EZH2	5	protein_coding
ENSG00000106462	ENST00000536783	7	148526820	148526940	EZH2	6	protein_coding
ENSG00000106462	ENST00000536783	7	148525832	148525972	EZH2	7	protein_coding
ENSG00000106462	ENST00000536783	7	148524256	148524358	EZH2	8	protein_coding
ENSG00000106462	ENST00000536783	7	148523561	148523724	EZH2	9	protein_coding
ENSG00000106462	ENST00000536783	7	148516688	148516779	EZH2	10	protein_coding
ENSG00000106462	ENST00000536783	7	148516070	148516151	EZH2	11	protein_coding
ENSG00000106462	ENST00000536783	7	148515129	148515209	EZH2	12	protein_coding
ENSG00000110092	ENST00000227507	11	69455855	69456279	CCND1	1	protein_coding
ENSG00000110092	ENST00000227507	11	69457799	69458014	CCND1	2	protein_coding
ENSG00000110092	ENST00000227507	11	69458600	69458759	CCND1	3	protein_coding
ENSG00000110092	ENST00000227507	11	69462762	69462910	CCND1	4	protein_coding
ENSG00000110092	ENST00000227507	11	69465886	69469242	CCND1	5	protein_coding
ENSG00000110092	ENST00000539241	11	69455933	69456279	CCND1	1	protein_coding
ENSG00000110092	ENST00000539241	11	69457799	69458014	CCND1	2	protein_coding
ENSG00000110092	ENST00000539241	11	69458600	69458956	CCND1	3	protein_coding
ENSG00000110092	ENST00000536559	11	69455974	69456279	CCND1	1	protein_coding
ENSG00000110092	ENST00000536559	11	69462762	69463008	CCND1	2	protein_coding
ENSG00000110092	ENST00000535993	11	69455999	69456279	CCND1	1	protein_coding
ENSG00000110092	ENST00000535993	11	69457799	69458085	CCND1	2	protein_coding
ENSG00000110092	ENST00000545484	11	69458480	69458759	CCND1	1	protein_coding
ENSG00000110092	ENST00000545484	11	69462762	69462911	CCND1	2	protein_coding
ENSG00000110092	ENST00000542367	11	69462725	69462910	CCND1	1	protein_coding
ENSG00000110092	ENST00000542367	11	69465886	69466175	CCND1	2	protein_coding
ENSG00000115524	ENST00000335508	2	198299696	198299815	SF3B1	1	protein_coding
ENSG00000115524	ENST00000335508	2	198288532	198288698	SF3B1	2	protein_coding
ENSG00000115524	ENST00000335508	2	198285753	198285857	SF3B1	3	protein_coding
ENSG00000115524	ENST00000335508	2	198285152	198285266	SF3B1	4	protein_coding
ENSG00000115524	ENST00000335508	2	198283233	198283312	SF3B1	5	protein_coding
ENSG00000115524	ENST00000335508	2	198281465	198281635	SF3B1	6	protein_coding
ENSG00000115524	ENST00000335508	2	198274494	198274731	SF3B1	7	protein_coding
ENSG00000115524	ENST00000335508	2	198273093	198273305	SF3B1	8	protein_coding
ENSG00000115524	ENST00000335508	2	198272722	198272843	SF3B1	9	protein_coding
ENSG00000115524	ENST00000335508	2	198269999	198270196	SF3B1	10	protein_coding
ENSG00000115524	ENST00000335508	2	198269800	198269901	SF3B1	11	protein_coding
ENSG00000115524	ENST00000335508	2	198268309	198268488	SF3B1	12	protein_coding
ENSG00000115524	ENST00000335508	2	198267673	198267759	SF3B1	13	protein_coding
ENSG00000115524	ENST00000335508	2	198267280	198267550	SF3B1	14	protein_coding
ENSG00000115524	ENST00000335508	2	198266709	198266854	SF3B1	15	protein_coding
ENSG00000115524	ENST00000335508	2	198266466	198266612	SF3B1	16	protein_coding
ENSG00000115524	ENST00000335508	2	198266124	198266249	SF3B1	17	protein_coding
ENSG00000115524	ENST00000335508	2	198265439	198265660	SF3B1	18	protein_coding
ENSG00000115524	ENST00000335508	2	198264976	198265158	SF3B1	19	protein_coding
ENSG00000115524	ENST00000335508	2	198264779	198264890	SF3B1	20	protein_coding
ENSG00000115524	ENST00000335508	2	198263185	198263305	SF3B1	21	protein_coding
ENSG00000115524	ENST00000335508	2	198262709	198262840	SF3B1	22	protein_coding
ENSG00000115524	ENST00000335508	2	198260780	198261052	SF3B1	23	protein_coding
ENSG00000115524	ENST00000335508	2	198257696	198257912	SF3B1	24	protein_coding
ENSG00000115524	ENST00000335508	2	198254508	198257185	SF3B1	25	protein_coding
ENSG00000115524	ENST00000479532	2	198257696	198258075	SF3B1	1	protein_coding
ENSG00000115524	ENST00000479532	2	198256979	198257185	SF3B1	2	protein_coding
ENSG00000115524	ENST00000424674	2	198263693	198263752	SF3B1	1	protein_coding
ENSG00000115524	ENST00000424674	2	198263185	198263305	SF3B1	2	protein_coding
ENSG00000115524	ENST00000424674	2	198262709	198262840	SF3B1	3	protein_coding
ENSG00000115524	ENST00000424674	2	198260780	198261052	SF3B1	4	protein_coding
ENSG00000115524	ENST00000424674	2	198257776	198257912	SF3B1	5	protein_coding
ENSG00000115524	ENST00000496458	2	198263185	198263496	SF3B1	1	protein_coding
ENSG00000115524	ENST00000496458	2	198262678	198262840	SF3B1	2	protein_coding
ENSG00000115524	ENST00000462613	2	198267145	198267176	SF3B1	1	protein_coding
ENSG00000115524	ENST00000462613	2	198266746	198266854	SF3B1	2	protein_coding
ENSG00000115524	ENST00000468925	2	198273093	198273418	SF3B1	1	protein_coding
ENSG00000115524	ENST00000468925	2	198272660	198272843	SF3B1	2	protein_coding
ENSG00000115524	ENST00000470268	2	198283233	198284839	SF3B1	1	protein_coding
ENSG00000115524	ENST00000470268	2	198281465	198281635	SF3B1	2	protein_coding
ENSG00000115524	ENST00000470268	2	198274507	198274731	SF3B1	3	protein_coding
ENSG00000115524	ENST00000482158	2	198283233	198283686	SF3B1	1	protein_coding
ENSG00000115524	ENST00000482158	2	198281318	198281635	SF3B1	2	protein_coding
ENSG00000115524	ENST00000409915	2	198299696	198299751	SF3B1	1	protein_coding
ENSG00000115524	ENST00000409915	2	198288532	198288698	SF3B1	2	protein_coding
ENSG00000115524	ENST00000409915	2	198285753	198285857	SF3B1	3	protein_coding
ENSG00000115524	ENST00000409915	2	198285152	198285266	SF3B1	4	protein_coding
ENSG00000115524	ENST00000409915	2	198283620	198283675	SF3B1	5	protein_coding
ENSG00000115524	ENST00000409915	2	198283233	198283312	SF3B1	6	protein_coding
ENSG00000115524	ENST00000409915	2	198281615	198281635	SF3B1	7	protein_coding
ENSG00000115524	ENST00000487698	2	198299696	198299803	SF3B1	1	protein_coding
ENSG00000115524	ENST00000487698	2	198288532	198288698	SF3B1	2	protein_coding
ENSG00000115524	ENST00000487698	2	198285753	198285857	SF3B1	3	protein_coding
ENSG00000115524	ENST00000487698	2	198283520	198285266	SF3B1	4	protein_coding
ENSG00000115524	ENST00000414963	2	198299696	198299803	SF3B1	1	protein_coding
ENSG00000115524	ENST00000414963	2	198288532	198288698	SF3B1	2	protein_coding
ENSG00000115524	ENST00000414963	2	198285753	198285857	SF3B1	3	protein_coding
ENSG00000115524	ENST00000414963	2	198285152	198285266	SF3B1	4	protein_coding
ENSG00000115524	ENST00000414963	2	198283520	198283675	SF3B1	5	protein_coding
ENSG00000115524	ENST00000414174	2	198299696	198299740	SF3B1	1	protein_coding
ENSG00000115524	ENST00000414174	2	198288618	198288698	SF3B1	2	protein_coding
ENSG00000115524	ENST00000414174	2	198285753	198285857	SF3B1	3	protein_coding
ENSG00000115524	ENST00000414174	2	198284905	198285266	SF3B1	4	protein_coding
ENSG00000118046	ENST00000585748	19	1189406	1189658	STK11	1	protein_coding
ENSG00000118046	ENST00000585748	19	1218416	1218499	STK11	2	protein_coding
ENSG00000118046	ENST00000585748	19	1219323	1219385	STK11	3	protein_coding
ENSG00000118046	ENST00000326873	19	1205740	1207202	STK11	1	protein_coding
ENSG00000118046	ENST00000326873	19	1218416	1218499	STK11	2	protein_coding
ENSG00000118046	ENST00000326873	19	1219323	1219412	STK11	3	protein_coding
ENSG00000118046	ENST00000326873	19	1220372	1220504	STK11	4	protein_coding
ENSG00000118046	ENST00000326873	19	1220580	1220716	STK11	5	protein_coding
ENSG00000118046	ENST00000326873	19	1221212	1221339	STK11	6	protein_coding
ENSG00000118046	ENST00000326873	19	1221948	1222005	STK11	7	protein_coding
ENSG00000118046	ENST00000326873	19	1222984	1223171	STK11	8	protein_coding
ENSG00000118046	ENST00000326873	19	1226453	1226662	STK11	9	protein_coding
ENSG00000118046	ENST00000326873	19	1227592	1228428	STK11	10	protein_coding
ENSG00000118046	ENST00000593219	19	1206815	1207202	STK11	1	protein_coding
ENSG00000118046	ENST00000593219	19	1216267	1216397	STK11	2	protein_coding
ENSG00000118046	ENST00000593219	19	1218416	1218499	STK11	3	protein_coding
ENSG00000118046	ENST00000593219	19	1219323	1219412	STK11	4	protein_coding
ENSG00000118046	ENST00000593219	19	1220372	1220504	STK11	5	protein_coding
ENSG00000118046	ENST00000593219	19	1220580	1220716	STK11	6	protein_coding
ENSG00000118046	ENST00000593219	19	1221212	1221339	STK11	7	protein_coding
ENSG00000118046	ENST00000593219	19	1221948	1222005	STK11	8	protein_coding
ENSG00000118046	ENST00000593219	19	1222984	1223172	STK11	9	protein_coding
ENSG00000118046	ENST00000589152	19	1206823	1207202	STK11	1	protein_coding
ENSG00000118046	ENST00000589152	19	1218416	1218499	STK11	2	protein_coding
ENSG00000118046	ENST00000589152	19	1219323	1219412	STK11	3	protein_coding
ENSG00000118046	ENST00000589152	19	1220372	1220504	STK11	4	protein_coding
ENSG00000118046	ENST00000589152	19	1220580	1220716	STK11	5	protein_coding
ENSG00000118046	ENST00000589152	19	1221212	1222005	STK11	6	protein_coding
ENSG00000118046	ENST00000589152	19	1222984	1223171	STK11	7	protein_coding
ENSG00000118046	ENST00000589152	19	1226453	1228011	STK11	8	protein_coding
ENSG00000118046	ENST00000585851	19	1206868	1207202	STK11	1	protein_coding
ENSG00000118046	ENST00000585851	19	1220372	1220504	STK11	2	protein_coding
ENSG00000118046	ENST00000585851	19	1220580	1220616	STK11	3	protein_coding
ENSG00000118046	ENST00000586358	19	1207090	1207202	STK11	1	protein_coding
ENSG00000118046	ENST00000586358	19	1218416	1218499	STK11	2	protein_coding
ENSG00000118046	ENST00000586358	19	1219323	1219412	STK11	3	protein_coding
ENSG00000118046	ENST00000586358	19	1220372	1220716	STK11	4	protein_coding
ENSG00000118046	ENST00000586358	19	1221212	1221340	STK11	5	protein_coding
ENSG00000118046	ENST00000591133	19	1220012	1220716	STK11	1	protein_coding
ENSG00000118046	ENST00000591133	19	1221212	1221339	STK11	2	protein_coding
ENSG00000118046	ENST00000591133	19	1221948	1222008	STK11	3	protein_coding
ENSG00000118046	ENST00000586243	19	1221212	1221339	STK11	1	protein_coding
ENSG00000118046	ENST00000586243	19	1221948	1222005	STK11	2	protein_coding
ENSG00000118046	ENST00000586243	19	1222984	1223171	STK11	3	protein_coding
ENSG00000118046	ENST00000586243	19	1226458	1226662	STK11	4	protein_coding
ENSG00000118046	ENST00000586243	19	1227592	1227856	STK11	5	protein_coding
ENSG00000118046	ENST00000585465	19	1223147	1223171	STK11	1	protein_coding
ENSG00000118046	ENST00000585465	19	1223637	1226662	STK11	2	protein_coding
ENSG00000118046	ENST00000585465	19	1227592	1228093	STK11	3	protein_coding
ENSG00000119535	ENST00000373106	1	36948412	36948879	CSF3R	1	protein_coding
ENSG00000119535	ENST00000373106	1	36947079	36947138	CSF3R	2	protein_coding
ENSG00000119535	ENST00000373106	1	36945034	36945117	CSF3R	3	protein_coding
ENSG00000119535	ENST00000373106	1	36940978	36941274	CSF3R	4	protein_coding
ENSG00000119535	ENST00000373106	1	36939365	36939488	CSF3R	5	protein_coding
ENSG00000119535	ENST00000373106	1	36939036	36939223	CSF3R	6	protein_coding
ENSG00000119535	ENST00000373106	1	36938118	36938287	CSF3R	7	protein_coding
ENSG00000119535	ENST00000373106	1	36937839	36937992	CSF3R	8	protein_coding
ENSG00000119535	ENST00000373106	1	36937667	36937740	CSF3R	9	protein_coding
ENSG00000119535	ENST00000373106	1	36937034	36937247	CSF3R	10	protein_coding
ENSG00000119535	ENST00000373106	1	36935253	36935441	CSF3R	11	protein_coding
ENSG00000119535	ENST00000373106	1	36934757	36934858	CSF3R	12	protein_coding
ENSG00000119535	ENST00000373106	1	36933676	36933822	CSF3R	13	protein_coding
ENSG00000119535	ENST00000373106	1	36933423	36933563	CSF3R	14	protein_coding
ENSG00000119535	ENST00000373106	1	36933159	36933252	CSF3R	15	protein_coding
ENSG00000119535	ENST00000373106	1	36932831	36932912	CSF3R	16	protein_coding
ENSG00000119535	ENST00000373106	1	36931644	36932428	CSF3R	17	protein_coding
ENSG00000119535	ENST00000373104	1	36948412	36948879	CSF3R	1	protein_coding
ENSG00000119535	ENST00000373104	1	36947079	36947138	CSF3R	2	protein_coding
ENSG00000119535	ENST00000373104	1	36945034	36945117	CSF3R	3	protein_coding
ENSG00000119535	ENST00000373104	1	36940978	36941274	CSF3R	4	protein_coding
ENSG00000119535	ENST00000373104	1	36939365	36939488	CSF3R	5	protein_coding
ENSG00000119535	ENST00000373104	1	36939036	36939223	CSF3R	6	protein_coding
ENSG00000119535	ENST00000373104	1	36938118	36938287	CSF3R	7	protein_coding
ENSG00000119535	ENST00000373104	1	36937839	36937992	CSF3R	8	protein_coding
ENSG00000119535	ENST00000373104	1	36937667	36937740	CSF3R	9	protein_coding
ENSG00000119535	ENST00000373104	1	36937034	36937247	CSF3R	10	protein_coding
ENSG00000119535	ENST00000373104	1	36935253	36935441	CSF3R	11	protein_coding
ENSG00000119535	ENST00000373104	1	36934757	36934858	CSF3R	12	protein_coding
ENSG00000119535	ENST00000373104	1	36933676	36933822	CSF3R	13	protein_coding
ENSG00000119535	ENST00000373104	1	36933423	36933563	CSF3R	14	protein_coding
ENSG00000119535	ENST00000373104	1	36933159	36933252	CSF3R	15	protein_coding
ENSG00000119535	ENST00000373104	1	36932831	36932912	CSF3R	16	protein_coding
